"ref","movement","filename","relative_path","operational_status","delivery_mode","exists","width","height","dimensions_ok"
"REF_012","7","yoga_stress_012_007_virabhadrasana_i_step_06_correction.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_007_virabhadrasana_i_step_06_correction.png","GERAR_NOVO_CANONICO","generated_new","True","1536","1024","True"
"REF_012","8","yoga_stress_012_008_malasana_step_01_start.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_008_malasana_step_01_start.png","REUTILIZAR REF_004 / REF_005 / REF_011","reuse_or_link","True","1536","1024","True"
"REF_012","8","yoga_stress_012_008_malasana_step_02_entry.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_008_malasana_step_02_entry.png","REUTILIZAR REF_004 / REF_005 / REF_011","reuse_or_link","True","1122","1402","False"
"REF_012","8","yoga_stress_012_008_malasana_step_03_final.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_008_malasana_step_03_final.png","REUTILIZAR REF_004 / REF_005 / REF_011","reuse_or_link","True","1122","1402","False"
"REF_012","8","yoga_stress_012_008_malasana_step_04_common_mistake.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_008_malasana_step_04_common_mistake.png","REUTILIZAR REF_004 / REF_005 / REF_011","reuse_or_link","True","1448","1086","False"
"REF_012","8","yoga_stress_012_008_malasana_step_05_correction.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_008_malasana_step_05_correction.png","REUTILIZAR REF_004 / REF_005 / REF_011","reuse_or_link","True","1536","1024","True"
"REF_012","9","yoga_stress_012_009_siddhasana_step_01_start.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_009_siddhasana_step_01_start.png","CONFERIR / REUTILIZAR pose sentada semelhante","reuse_or_link","True","1536","1024","True"
"REF_012","9","yoga_stress_012_009_siddhasana_step_02_entry.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_009_siddhasana_step_02_entry.png","CONFERIR / REUTILIZAR pose sentada semelhante","reuse_or_link","True","1536","1024","True"
"REF_012","9","yoga_stress_012_009_siddhasana_step_03_final.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_009_siddhasana_step_03_final.png","CONFERIR / REUTILIZAR pose sentada semelhante","reuse_or_link","True","1536","1024","True"
"REF_012","9","yoga_stress_012_009_siddhasana_step_04_common_mistake.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_009_siddhasana_step_04_common_mistake.png","CONFERIR / REUTILIZAR pose sentada semelhante","reuse_or_link","True","1536","1024","True"
"REF_012","9","yoga_stress_012_009_siddhasana_step_05_correction.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_009_siddhasana_step_05_correction.png","CONFERIR / REUTILIZAR pose sentada semelhante","reuse_or_link","True","1536","1024","True"
"REF_012","10","yoga_stress_012_010_baddha_konasana_a_step_01_start.png","public/instructional-images/yoga/stress-relief-50-asanas/yoga_stress_012_010_baddha_konasana_a_step_01_start.png","REUTILIZAR REF_004","reuse_or_link","True","1448","1086","False"
