"slug","title","duration_seconds","required_frame_count","missing_frame_count","existing_premium_frame_urls","existing_generated_frame_urls","video_url"
"extensao-abdominal-em-pe","Extensao abdominal em pe","75","8","0","","/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-01.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-02.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-03.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-04.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-05.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-06.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-07.jpg|/videos/frames/extensao-abdominal-em-pe/extensao-abdominal-em-pe-08.jpg","/videos/extensao-abdominal-em-pe.mp4"
"extensao-bracos-atras","Extensao dos bracos atras","75","8","0","","/videos/frames/extensao-bracos-atras/extensao-bracos-atras-01.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-02.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-03.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-04.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-05.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-06.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-07.jpg|/videos/frames/extensao-bracos-atras/extensao-bracos-atras-08.jpg","/videos/extensao-bracos-atras.mp4"
"extensao-dedos-pe","Extensao dos dedos do pe","75","8","0","","/videos/frames/extensao-dedos-pe/extensao-dedos-pe-01.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-02.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-03.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-04.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-05.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-06.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-07.jpg|/videos/frames/extensao-dedos-pe/extensao-dedos-pe-08.jpg","/videos/extensao-dedos-pe.mp4"
"extensao-flexores-punho","Extensao dos flexores do punho","75","8","0","","/videos/frames/extensao-flexores-punho/extensao-flexores-punho-01.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-02.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-03.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-04.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-05.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-06.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-07.jpg|/videos/frames/extensao-flexores-punho/extensao-flexores-punho-08.jpg","/videos/extensao-flexores-punho.mp4"
"extensao-toracica-peito","Extensao toracica com abertura de peito","75","8","0","","/videos/frames/extensao-toracica-peito/extensao-toracica-peito-01.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-02.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-03.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-04.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-05.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-06.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-07.jpg|/videos/frames/extensao-toracica-peito/extensao-toracica-peito-08.jpg","/videos/extensao-toracica-peito.mp4"
"extensao-toracica-cadeira","Extensao toracica na cadeira","75","8","0","","/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-01.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-02.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-03.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-04.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-05.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-06.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-07.jpg|/videos/frames/extensao-toracica-cadeira/extensao-toracica-cadeira-08.jpg","/videos/extensao-toracica-cadeira.mp4"
"fascia-plantar-toalha","Fascia plantar com toalha","75","8","0","","/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-01.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-02.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-03.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-04.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-05.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-06.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-07.jpg|/videos/frames/fascia-plantar-toalha/fascia-plantar-toalha-08.jpg","/videos/fascia-plantar-toalha.mp4"
"figura-quatro-sentado","Figura quatro sentado","75","8","0","","/videos/frames/figura-quatro-sentado/figura-quatro-sentado-01.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-02.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-03.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-04.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-05.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-06.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-07.jpg|/videos/frames/figura-quatro-sentado/figura-quatro-sentado-08.jpg","/videos/figura-quatro-sentado.mp4"
"flexao-cervical-suave","Flexao cervical suave","75","8","0","","/videos/frames/flexao-cervical-suave/flexao-cervical-suave-01.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-02.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-03.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-04.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-05.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-06.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-07.jpg|/videos/frames/flexao-cervical-suave/flexao-cervical-suave-08.jpg","/videos/flexao-cervical-suave.mp4"
"flexao-dedos-pe","Flexao dos dedos do pe","75","8","0","","/videos/frames/flexao-dedos-pe/flexao-dedos-pe-01.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-02.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-03.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-04.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-05.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-06.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-07.jpg|/videos/frames/flexao-dedos-pe/flexao-dedos-pe-08.jpg","/videos/flexao-dedos-pe.mp4"
"flexao-extensores-punho","Flexao dos extensores do punho","75","8","0","","/videos/frames/flexao-extensores-punho/flexao-extensores-punho-01.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-02.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-03.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-04.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-05.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-06.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-07.jpg|/videos/frames/flexao-extensores-punho/flexao-extensores-punho-08.jpg","/videos/flexao-extensores-punho.mp4"
"flexao-lombar-sentada","Flexao lombar sentada","75","8","0","","/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-01.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-02.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-03.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-04.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-05.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-06.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-07.jpg|/videos/frames/flexao-lombar-sentada/flexao-lombar-sentada-08.jpg","/videos/flexao-lombar-sentada.mp4"
"flexor-quadril-ajoelhado","Flexor do quadril ajoelhado","75","8","0","","/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-01.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-02.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-03.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-04.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-05.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-06.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-07.jpg|/videos/frames/flexor-quadril-ajoelhado/flexor-quadril-ajoelhado-08.jpg","/videos/flexor-quadril-ajoelhado.mp4"
"flexor-quadril-com-quadriceps","Flexor do quadril com quadriceps","75","8","0","","/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-01.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-02.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-03.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-04.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-05.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-06.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-07.jpg|/videos/frames/flexor-quadril-com-quadriceps/flexor-quadril-com-quadriceps-08.jpg","/videos/flexor-quadril-com-quadriceps.mp4"
"gato-vaca-escapular","Gato-vaca escapular","75","8","0","","/videos/frames/gato-vaca-escapular/gato-vaca-escapular-01.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-02.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-03.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-04.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-05.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-06.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-07.jpg|/videos/frames/gato-vaca-escapular/gato-vaca-escapular-08.jpg","/videos/gato-vaca-escapular.mp4"
"gato-vaca-toracico","Gato-vaca toracico","75","8","0","","/videos/frames/gato-vaca-toracico/gato-vaca-toracico-01.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-02.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-03.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-04.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-05.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-06.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-07.jpg|/videos/frames/gato-vaca-toracico/gato-vaca-toracico-08.jpg","/videos/gato-vaca-toracico.mp4"
"gluteo-parede","Gluteo na parede","75","8","0","","/videos/frames/gluteo-parede/gluteo-parede-01.jpg|/videos/frames/gluteo-parede/gluteo-parede-02.jpg|/videos/frames/gluteo-parede/gluteo-parede-03.jpg|/videos/frames/gluteo-parede/gluteo-parede-04.jpg|/videos/frames/gluteo-parede/gluteo-parede-05.jpg|/videos/frames/gluteo-parede/gluteo-parede-06.jpg|/videos/frames/gluteo-parede/gluteo-parede-07.jpg|/videos/frames/gluteo-parede/gluteo-parede-08.jpg","/videos/gluteo-parede.mp4"
"inclinacao-lateral-pescoco","Inclinacao lateral do pescoco","75","8","0","","/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-01.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-02.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-03.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-04.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-05.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-06.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-07.jpg|/videos/frames/inclinacao-lateral-pescoco/inclinacao-lateral-pescoco-08.jpg","/videos/inclinacao-lateral-pescoco.mp4"
"inclinacao-unilateral-cadeira","Inclinacao unilateral na cadeira","75","8","0","","/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-01.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-02.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-03.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-04.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-05.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-06.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-07.jpg|/videos/frames/inclinacao-unilateral-cadeira/inclinacao-unilateral-cadeira-08.jpg","/videos/inclinacao-unilateral-cadeira.mp4"
"inversao-eversao-controlada","Inversao e eversao controlada","75","8","0","","/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-01.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-02.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-03.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-04.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-05.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-06.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-07.jpg|/videos/frames/inversao-eversao-controlada/inversao-eversao-controlada-08.jpg","/videos/inversao-eversao-controlada.mp4"
"joelho-ao-peito-cruzado","Joelho ao peito cruzado","75","8","0","","/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-01.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-02.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-03.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-04.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-05.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-06.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-07.jpg|/videos/frames/joelho-ao-peito-cruzado/joelho-ao-peito-cruzado-08.jpg","/videos/joelho-ao-peito-cruzado.mp4"
"joelhos-ao-peito","Joelhos ao peito","75","8","0","","/videos/frames/joelhos-ao-peito/joelhos-ao-peito-01.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-02.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-03.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-04.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-05.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-06.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-07.jpg|/videos/frames/joelhos-ao-peito/joelhos-ao-peito-08.jpg","/videos/joelhos-ao-peito.mp4"
"livro-aberto","Livro aberto","75","8","0","","/videos/frames/livro-aberto/livro-aberto-01.jpg|/videos/frames/livro-aberto/livro-aberto-02.jpg|/videos/frames/livro-aberto/livro-aberto-03.jpg|/videos/frames/livro-aberto/livro-aberto-04.jpg|/videos/frames/livro-aberto/livro-aberto-05.jpg|/videos/frames/livro-aberto/livro-aberto-06.jpg|/videos/frames/livro-aberto/livro-aberto-07.jpg|/videos/frames/livro-aberto/livro-aberto-08.jpg","/videos/livro-aberto.mp4"
"maos-atras-costas","Maos atras das costas","75","8","0","","/videos/frames/maos-atras-costas/maos-atras-costas-01.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-02.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-03.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-04.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-05.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-06.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-07.jpg|/videos/frames/maos-atras-costas/maos-atras-costas-08.jpg","/videos/maos-atras-costas.mp4"
"mobilidade-braco-cotovelo","Mobilidade de braco e cotovelo","75","8","0","","/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-01.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-02.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-03.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-04.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-05.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-06.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-07.jpg|/videos/frames/mobilidade-braco-cotovelo/mobilidade-braco-cotovelo-08.jpg","/videos/mobilidade-braco-cotovelo.mp4"
"mobilidade-cotovelo","Mobilidade leve de cotovelo","75","8","0","","/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-01.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-02.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-03.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-04.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-05.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-06.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-07.jpg|/videos/frames/mobilidade-cotovelo/mobilidade-cotovelo-08.jpg","/videos/mobilidade-cotovelo.mp4"
"mobilidade-tornozelo-panturrilha","Mobilidade tornozelo-panturrilha","75","8","0","","/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-01.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-02.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-03.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-04.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-05.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-06.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-07.jpg|/videos/frames/mobilidade-tornozelo-panturrilha/mobilidade-tornozelo-panturrilha-08.jpg","/videos/mobilidade-tornozelo-panturrilha.mp4"
"panturrilha-toalha","Panturrilha com toalha","75","8","0","","/videos/frames/panturrilha-toalha/panturrilha-toalha-01.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-02.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-03.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-04.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-05.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-06.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-07.jpg|/videos/frames/panturrilha-toalha/panturrilha-toalha-08.jpg","/videos/panturrilha-toalha.mp4"
"panturrilha-parede","Panturrilha na parede","75","8","0","","/videos/frames/panturrilha-parede/panturrilha-parede-01.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-02.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-03.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-04.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-05.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-06.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-07.jpg|/videos/frames/panturrilha-parede/panturrilha-parede-08.jpg","/videos/panturrilha-parede.mp4"
"degrau-panturrilha","Panturrilha no degrau","75","8","0","","/videos/frames/degrau-panturrilha/degrau-panturrilha-01.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-02.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-03.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-04.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-05.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-06.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-07.jpg|/videos/frames/degrau-panturrilha/degrau-panturrilha-08.jpg","/videos/degrau-panturrilha.mp4"
"peitoral-parede-um-braco","Peitoral na parede com um braco","75","8","0","","/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-01.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-02.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-03.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-04.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-05.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-06.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-07.jpg|/videos/frames/peitoral-parede-um-braco/peitoral-parede-um-braco-08.jpg","/videos/peitoral-parede-um-braco.mp4"
"peitoral-no-canto","Peitoral no canto da parede","75","8","0","","/videos/frames/peitoral-no-canto/peitoral-no-canto-01.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-02.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-03.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-04.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-05.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-06.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-07.jpg|/videos/frames/peitoral-no-canto/peitoral-no-canto-08.jpg","/videos/peitoral-no-canto.mp4"
"pendulo-ombro","Pendulo de ombro","75","8","0","","/videos/frames/pendulo-ombro/pendulo-ombro-01.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-02.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-03.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-04.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-05.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-06.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-07.jpg|/videos/frames/pendulo-ombro/pendulo-ombro-08.jpg","/videos/pendulo-ombro.mp4"
"piriforme-deitado","Piriforme deitado","75","8","0","","/videos/frames/piriforme-deitado/piriforme-deitado-01.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-02.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-03.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-04.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-05.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-06.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-07.jpg|/videos/frames/piriforme-deitado/piriforme-deitado-08.jpg","/videos/piriforme-deitado.mp4"
"pombo-adaptado","Pombo adaptado","75","8","0","","/videos/frames/pombo-adaptado/pombo-adaptado-01.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-02.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-03.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-04.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-05.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-06.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-07.jpg|/videos/frames/pombo-adaptado/pombo-adaptado-08.jpg","/videos/pombo-adaptado.mp4"
"ponte-suave-abertura","Ponte suave com abertura anterior","75","8","0","","/videos/frames/ponte-suave-abertura/ponte-suave-abertura-01.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-02.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-03.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-04.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-05.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-06.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-07.jpg|/videos/frames/ponte-suave-abertura/ponte-suave-abertura-08.jpg","/videos/ponte-suave-abertura.mp4"
"toalha-deitado","Posterior com toalha deitado","75","8","0","","/videos/frames/toalha-deitado/toalha-deitado-01.jpg|/videos/frames/toalha-deitado/toalha-deitado-02.jpg|/videos/frames/toalha-deitado/toalha-deitado-03.jpg|/videos/frames/toalha-deitado/toalha-deitado-04.jpg|/videos/frames/toalha-deitado/toalha-deitado-05.jpg|/videos/frames/toalha-deitado/toalha-deitado-06.jpg|/videos/frames/toalha-deitado/toalha-deitado-07.jpg|/videos/frames/toalha-deitado/toalha-deitado-08.jpg","/videos/toalha-deitado.mp4"
"posterior-em-pe-apoio","Posterior em pe com apoio","75","8","0","","/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-01.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-02.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-03.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-04.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-05.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-06.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-07.jpg|/videos/frames/posterior-em-pe-apoio/posterior-em-pe-apoio-08.jpg","/videos/posterior-em-pe-apoio.mp4"
"posterior-sentado","Posterior sentado","75","8","0","","/videos/frames/posterior-sentado/posterior-sentado-01.jpg|/videos/frames/posterior-sentado/posterior-sentado-02.jpg|/videos/frames/posterior-sentado/posterior-sentado-03.jpg|/videos/frames/posterior-sentado/posterior-sentado-04.jpg|/videos/frames/posterior-sentado/posterior-sentado-05.jpg|/videos/frames/posterior-sentado/posterior-sentado-06.jpg|/videos/frames/posterior-sentado/posterior-sentado-07.jpg|/videos/frames/posterior-sentado/posterior-sentado-08.jpg","/videos/posterior-sentado.mp4"
"postura-crianca","Postura da crianca","75","8","0","","/videos/frames/postura-crianca/postura-crianca-01.jpg|/videos/frames/postura-crianca/postura-crianca-02.jpg|/videos/frames/postura-crianca/postura-crianca-03.jpg|/videos/frames/postura-crianca/postura-crianca-04.jpg|/videos/frames/postura-crianca/postura-crianca-05.jpg|/videos/frames/postura-crianca/postura-crianca-06.jpg|/videos/frames/postura-crianca/postura-crianca-07.jpg|/videos/frames/postura-crianca/postura-crianca-08.jpg","/videos/postura-crianca.mp4"
"postura-crianca-lateral","Postura da crianca lateral","75","8","0","","/videos/frames/postura-crianca-lateral/postura-crianca-lateral-01.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-02.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-03.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-04.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-05.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-06.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-07.jpg|/videos/frames/postura-crianca-lateral/postura-crianca-lateral-08.jpg","/videos/postura-crianca-lateral.mp4"
